epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/fire,val/AP/smoke,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
6,3349,,,,,,,,,,,,,,,,,,,,,,,7.362709584413096e-05,7.362709584413096e-05,2.3800432700227248e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3394,,,,,,,,,,,,,,,,,,,,,,,,,,0.40450218319892883,0.5221182107925415,0.7586238980293274,298.77874755859375,298.75726318359375,296.7444763183594,297.53717041015625,298.7415771484375,42.838748931884766,0.8139337301254272,0.48300373554229736,0.6726176142692566,4.434298992156982,0.03240688890218735,0.03309048339724541,0.032570965588092804,0.03228699788451195,0.03788891062140465,0.4314468204975128,0.4438304901123047,0.42992866039276123,0.4287809431552887,0.4499480128288269,0.13743054866790771,0.13999496400356293,0.1381646990776062,0.13711495697498322,0.15186640620231628,0.7979164123535156,0.463310182094574,0.4661567211151123,0.6603177785873413,0.7778000235557556,0.7403745055198669
6,3394,3898.81689453125,3897.542236328125,3894.838134765625,3857.6845703125,3898.5185546875,0.608858048915863,7.547091960906982,0.05537441372871399,0.057315923273563385,0.05689340829849243,0.055964842438697815,0.06920367479324341,0.7295917272567749,0.7797639966011047,0.7409349679946899,0.7322510480880737,0.7986260056495667,0.22122348845005035,0.22585968673229218,0.22470298409461975,0.22263555228710175,0.25165683031082153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3399,,,,,,,,,,,,,,,,,,,,,,,7.291537622222677e-05,7.291537622222677e-05,2.357036237299326e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3449,,,,,,,,,,,,,,,,,,,,,,,7.21977703506127e-05,7.21977703506127e-05,2.333839347556932e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3499,,,,,,,,,,,,,,,,,,,,,,,7.147448195610195e-05,7.147448195610195e-05,2.310458285137429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3549,,,,,,,,,,,,,,,,,,,,,,,7.074568566167727e-05,7.074568566167727e-05,2.2868996438774047e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3599,,,,,,,,,,,,,,,,,,,,,,,7.001158519415185e-05,7.001158519415185e-05,2.263169335492421e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3649,,,,,,,,,,,,,,,,,,,,,,,6.927236972842366e-05,6.927236972842366e-05,2.23927372644539e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3699,,,,,,,,,,,,,,,,,,,,,,,6.852822843939066e-05,6.852822843939066e-05,2.2152189558255486e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3749,,,,,,,,,,,,,,,,,,,,,,,6.777935777790844e-05,6.777935777790844e-05,2.191011162722134e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3799,,,,,,,,,,,,,,,,,,,,,,,6.702596147079021e-05,6.702596147079021e-05,2.1666571683454094e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3849,,,,,,,,,,,,,,,,,,,,,,,6.62682214169763e-05,6.62682214169763e-05,2.1421628844109364e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
